회사명,종목코드,사업연도,결산월,업종,업종별배당율,주식배당,액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
대한약품,023910,2021,12,제약,0.3,0,500,"6,000,000",0,0,0,0
대한약품,023910,2020,12,제약,0.2,0,500,"6,000,000",400,12.377 *,"2,151,180,000",1.200
대한유화,006650,2021,12,화학,1.1,0,5000,"6,500,000",0,0,0,0
대한유화,006650,2020,12,화학,0.94,0,5000,"6,500,000",3000,14.561,"18,528,300,000",1.370
대한전선,001440,2021,12,전기전자,2.7,0,500,"856,473,009",0,0,0,0
대한전선,001440,2020,12,전기전자,1.4,0,500,"856,473,009",0,0,0,0
대한제강,084010,2021,12,철강금속,2.09,0,1000,"24,646,734",0,0,0,0
대한제강,084010,2020,12,철강금속,2.73,0,1000,"24,646,734",300,12.193,"6,472,052,700",3.000
대한제당,001790,2021,12,음식료품,1.34,0,500,"89,696,580",0,0,0,0
대한제당,001790,2020,12,음식료품,1.16,0,2500,"8,969,658",900,35.526,"8,055,537,900",3.860
대한제분,001130,2021,12,음식료품,1.34,0,5000,"1,690,000",0,0,0,0
대한제분,001130,2020,12,음식료품,1.16,0,5000,"1,690,000",2000,15.810,"3,290,448,000",1.300
대한항공,003490,2021,12,운수창고업,0.4,0,5000,"347,820,825",0,0,0,0
대한항공,003490,2020,12,운수창고업,0.57,0,5000,"174,209,713",0,0,0,0
대한해운,005880,2021,12,운수창고업,0.4,0,500,"319,177,460",0,0,0,0
대한해운,005880,2020,12,운수창고업,0.57,0,500,"244,271,090",0,0,0,0
대한화섬,003830,2021,12,화학,1.1,0,5000,"1,328,000",0,0,0,0
대한화섬,003830,2020,12,화학,0.94,0,5000,"1,328,000",410,2.842 *,"460,555,050",0.400
대현,016090,2021,12,섬유의복,0.53,0,500,"44,282,310",0,0,0,0
대현,016090,2020,12,섬유의복,1.59,0,500,"44,282,310",40,19.642 *,"1,771,292,400",2.100
대호에이엘,069460,2021,12,철강금속,2.09,0,500,"50,535,136",0,0,0,0
대호에이엘,069460,2020,12,철강금속,2.73,0,500,"27,134,839",0,0,0,0
대호특수강,021040,2021,12,금속,0.87,0,500,"75,398,540",0,0,0,0
대호특수강,021040,2020,12,금속,0.99,0,500,"73,112,826",0,0,0,0
대화제약,067080,2021,12,제약,0.3,0,500,"18,616,650",0,0,0,0
대화제약,067080,2020,12,제약,0.2,0,500,"18,569,379",150,0104.840,"2,603,186,600",0.900
더네이쳐홀딩스,298540,2021,12,섬유·의류,0.7,0,500,"14,544,656",0,0,0,0
더네이쳐홀딩스,298540,2020,12,유통,0.18,0,500,"7,272,328",400,7.203,"2,908,931,200",1.000
더블유게임즈,192080,2021,12,서비스업,0.43,0,500,"18,374,502",0,0,0,0
더블유게임즈,192080,2020,12,서비스업,0.68,0,500,"18,374,502",350,4.761,"5,941,434,100",0.600
더블유에스아이,299170,2021,12,유통,0.36,0,100,"30,027,963",0,0,0,0
더블유에스아이,299170,2020,12,유통,0.18,0,100,"28,357,963",0,0,0,0
더존비즈온,012510,2021,12,서비스업,0.43,0,500,"30,382,784",0,0,0,0
더존비즈온,012510,2020,12,서비스업,0.68,0,500,"30,105,972",450,28.975,"16,777,045,329",0.400
더콘텐츠온,302920,2021,12,0,0,0,500,"4,552,359",0,0,0,0
더콘텐츠온,302920,2020,12,0,0,0,500,"4,552,359",0,00.056 *,"1,111,110",0
덕산네오룩스,213420,2021,12,반도체,0.42,0,200,"24,831,179",0,0,0,0
덕산네오룩스,213420,2020,12,반도체,0.47,0,200,"24,010,012",0,0,0,0
덕산테코피아,317330,2021,12,반도체,0.42,0,500,"18,377,428",0,0,0,0
덕산테코피아,317330,2020,12,반도체,0.47,0,500,"18,377,428",0,0,0,0
덕산하이메탈,077360,2021,12,일반전기전자,0.23,0,200,"22,718,501",0,0,0,0
덕산하이메탈,077360,2020,12,일반전기전자,0.36,0,200,"22,718,501",0,0,0,0
덕성,004830,2021,12,화학,1.1,0,500,"15,680,000",0,0,0,0
덕성,004830,2020,12,화학,0.94,0,500,"15,680,000",45,19.426,"703,624,305",0.600
덕신하우징,090410,2021,12,금속,0.87,0,100,"46,084,095",0,0,0,0
덕신하우징,090410,2020,12,금속,0.99,0,100,"46,084,095",0,0,0,0
덕양산업,024900,2021,12,운수장비,1.02,0,500,"32,564,980",0,0,0,0
덕양산업,024900,2020,12,운수장비,1.46,0,500,"32,564,980",0,0,0,0
덕우전자,263600,2021,12,일반전기전자,0.23,0,500,"15,930,310",0,0,0,0
덕우전자,263600,2020,12,일반전기전자,0.36,0,500,"15,930,310",140,21.969,"2,230,243,400",1.900
데브시스터즈,194480,2021,12,디지털컨텐츠,0.1,0,500,"11,806,600",0,0,0,0
데브시스터즈,194480,2020,12,디지털컨텐츠,0.2,0,500,"11,204,370",0,0,0,0
데이드림엔터,348840,2021,12,0,0,0,500,"842,500",0,0,0,0
데이드림엔터,348840,2020,12,0,0,0,500,"842,500",0,0,0,0
데이타솔루션,263800,2021,12,정보기기,0.73,0,500,"16,110,580",0,0,0,0
데이타솔루션,263800,2020,12,정보기기,0.9,0,500,"15,858,580",0,0,0,0
데이터스트림즈,199150,2021,12,0,0,0,500,"4,189,773",0,0,0,0
데이터스트림즈,199150,2020,12,0,0,0,500,"4,097,598",0,0,0,0
덱스터,206560,2021,12,오락·문화,0.04,0,500,"25,400,836",0,0,0,0
덱스터,206560,2020,12,오락·문화,0.18,0,500,"25,348,136",0,0,0,0
덴티스,261200,2021,12,의료·정밀기기,0.32,0,500,"14,757,890",0,0,0,0
덴티스,261200,2020,12,의료·정밀기기,0.36,0,100,"73,789,453",0,0,0,0
덴티움,145720,2021,12,의료정밀,0.79,0,500,"11,068,830",0,0,0,0
덴티움,145720,2020,12,의료정밀,0.6,0,500,"11,068,830",200,7.762,"1,724,778,200",0.500
도부마스크,227420,2021,12,0,0,0,500,"8,615,603",0,0,0,0
도부마스크,227420,2020,12,0,0,0,500,"8,615,603",0,0,0,0
도이치모터스,067990,2021,12,유통,0.36,0,500,"29,623,706",0,0,0,0
도이치모터스,067990,2020,12,유통,0.18,0.02 / (2020012031),500,"29,064,418",250,46.125,"6,991,104,500",3.400
도화엔지니어링,002150,2021,12,서비스업,0.43,0,500,"33,720,000",0,0,0,0
도화엔지니어링,002150,2020,12,서비스업,0.68,0,500,"33,720,000",280,52.263,"9,323,167,000",3.400
동구바이오제약,006620,2021,12,제약,0.3,0,500,"28,464,992",0,0,0,0
동구바이오제약,006620,2020,12,제약,0.2,0,500,"9,604,000",100,10.318 *,"943,049,600",0.390
동국S&C,100130,2021,12,금속,0.87,0,500,"57,143,000",0,0,0,0
동국S&C,100130,2020,12,금속,0.99,0,500,"57,143,000",100,147.678,"5,573,372,300",1.300
동국산업,005160,2021,12,금속,0.87,0,1000,"54,244,482",0,0,0,0
동국산업,005160,2020,12,금속,0.99,0,1000,"54,244,482",130,82.348,"6,698,173,430",3.800
동국알앤에스,075970,2021,12,비금속,0.88,0,1000,"18,400,000",0,0,0,0
동국알앤에스,075970,2020,12,비금속,0.84,0,1000,"18,400,000",80,46.333,"1,472,000,000",2.400
동국제강,001230,2021,12,철강금속,2.09,0,5000,"95,432,737",0,0,0,0
동국제강,001230,2020,12,철강금속,2.73,0,5000,"95,432,737",200,26.925,"18,700,491,400",2.500
동국제약,086450,2021,12,제약,0.3,0,500,"44,460,000",0,0,0,0
동국제약,086450,2020,12,제약,0.2,0,500,"44,460,000",180,13.907,"8,049,373,200",0.600
동남합성,023450,2021,12,화학,1.1,0,500,"3,610,000",0,0,0,0
동남합성,023450,2020,12,화학,0.94,0,500,"3,610,000",0,0,0,0
동방,004140,2021,12,운수창고업,0.4,0,1000,"47,971,766",0,0,0,0
동방,004140,2020,12,운수창고업,0.57,0,1000,"39,646,458",0,0,0,0
동방선기,099410,2021,12,운송장비·부품,0.36,0,500,"13,541,002",0,0,0,0
동방선기,099410,2020,12,운송장비·부품,0.36,0,500,"13,541,002",0,0,0,0
동방아그로,007590,2021,12,화학,1.1,0,500,"13,617,577",0,0,0,0
동방아그로,007590,2020,12,화학,0.94,0,500,"13,617,577",370,65.910,"4,436,415,570",5.700
동부건설,005960,2021,12,건설업,1.63,0,5000,"22,738,844",0,0,0,0
동부건설,005960,2020,12,건설업,1.86,0,5000,"22,702,024",900,46.569,"20,641,918,100",6.600
동서,026960,2021,12,유통업,1.59,0,500,"99,700,000",0,0,0,0
동서,026960,2020,12,유통업,1.53,0,500,"99,700,000",700,57.278,"69,070,766,100",2.100
동성제약,002210,2021,12,의약품,0.12,0,1000,"26,100,970",0,0,0,0
동성제약,002210,2020,12,의약품,0.11,0,1000,"26,100,970",0,0,0,0
동성케미컬,102260,2021,12,서비스업,0.43,0,1000,"49,689,728",0,0,0,0
동성케미컬,102260,2020,12,서비스업,0.68,0,1000,"43,993,012",250,29.580,"10,998,253,000",5.000
동성화인텍,033500,2021,12,화학,0.41,0,500,"29,005,064",0,0,0,0
동성화인텍,033500,2020,12,화학,0.51,0,500,"27,493,533",350,43.651,"9,288,008,800",3.000
동신건설,025950,2021,12,건설,1.48,0,500,"8,400,000",0,0,0,0
동신건설,025950,2020,12,건설,1.65,0,500,"8,400,000",150,042.214 *,"816,416,160",0.300
동아쏘시오홀딩스,000640,2021,12,금융업,2.61,0,5000,"6,347,506",0,0,0,0
동아쏘시오홀딩스,000640,2020,12,금융업,3.56,0,5000,"6,155,138",1000,3.731,"6,057,156,000",0.800
동아에스티,170900,2021,12,의약품,0.12,0,5000,"8,446,045",0,0,0,0
동아에스티,170900,2020,12,의약품,0.11,0,5000,"8,443,868",1000,31.135,"8,438,390,000",1.200
동아엘텍,088130,2021,12,기계·장비,0.53,0,500,"10,662,938",0,0,0,0
동아엘텍,088130,2020,12,기계·장비,0.53,0,500,"10,662,938",150,13.981,"1,478,377,050",1.870
동아지질,028100,2021,12,건설업,1.63,0,500,"11,500,000",0,0,0,0
동아지질,028100,2020,12,건설업,1.86,0,500,"11,500,000",75,41.503,"847,500,000",0.500
동아타이어,282690,2021,12,화학,1.1,0,500,"13,733,015",0,0,0,0
동아타이어,282690,2020,12,화학,0.94,0,500,"13,733,015",800,82.378,"10,985,133,600",7.900
동아화성,041930,2021,12,화학,0.41,0,500,"15,800,000",0,0,0,0
동아화성,041930,2020,12,화학,0.51,0,500,"15,800,000",120,68.434,"1,701,946,080",1.200
동양,001520,2021,12,비금속광물,1.8,0,500,"238,684,063",0,0,0,0
동양,001520,2020,12,비금속광물,2.01,0,500,"238,684,063",40,027.754,"8,023,536,970",3.300
동양고속,084670,2021,12,운수창고업,0.4,0,5000,"2,895,569",0,0,0,0
동양고속,084670,2020,12,운수창고업,0.57,0,5000,"2,895,569",500,08.007,"1,314,060,500",1.700
동양생명,082640,2021,12,보험,3.28,0,5000,"161,358,585",0,0,0,0
동양생명,082640,2020,12,보험,3.27,0,5000,"161,358,585",220,26.667 *,"34,288,888,700",5.900
동양에스텍,060380,2021,12,금속,0.87,0,500,"19,700,000",0,0,0,0
동양에스텍,060380,2020,12,금속,0.99,0,500,"10,000,000",100,16.914,"970,000,000",3.200
동양이엔피,079960,2021,12,IT부품,0.36,0,500,"7,860,000",0,0,0,0
동양이엔피,079960,2020,12,IT부품,0.51,0,500,"7,860,000",400,13.609,"3,144,000,000",2.400
동양철관,008970,2021,12,철강금속,2.09,0,500,"118,885,290",0,0,0,0
동양철관,008970,2020,12,철강금속,2.73,0,500,"118,885,290",0,0,0,0
동양파일,228340,2021,12,비금속,0.88,0,500,"20,000,000",0,0,0,0
동양파일,228340,2020,12,비금속,0.84,0,500,"20,000,000",0,0,0,0
동양피스톤,092780,2021,12,운수장비,1.02,0,500,"13,168,460",0,0,0,0
동양피스톤,092780,2020,12,운수장비,1.46,0,500,"13,168,460",60,010.638,"751,279,680",1.100
동우팜투테이블,088910,2021,12,음식료·담배,0.86,0,500,"25,831,764",0,0,0,0
동우팜투테이블,088910,2020,12,음식료·담배,0.82,0,500,"25,831,764",0,0,0,0
동운아나텍,094170,2021,12,반도체,0.42,0,500,"17,577,506",0,0,0,0
동운아나텍,094170,2020,12,반도체,0.47,0.1 / (2020012031),500,"15,758,872",20,35.607 *,"283,072,160",0.200
동원F&B,049770,2021,12,음식료품,1.34,0,5000,"3,859,124",0,0,0,0
동원F&B,049770,2020,12,음식료품,1.16,0,5000,"3,859,124",3500,17.332,"13,506,934,000",2.000
동원개발,013120,2021,12,건설,1.48,0,500,"90,808,100",0,0,0,0
동원개발,013120,2020,12,건설,1.65,0,500,"90,808,100",185,11.632 *,"16,799,498,500",3.850
동원금속,018500,2021,03,운수장비,1.23,0,500,"46,754,933",0,0,0,0
동원금속,018500,2020,03,운수장비,2.62,0,500,"46,754,933",0,0,0,0
동원산업,006040,2021,12,0,0,0,5000,"3,677,641",0,0,0,0
동원산업,006040,2020,12,0,0,0,5000,"3,677,641",5000,7.000,"17,055,300,000",2.300
동원수산,030720,2021,12,0,0,0,5000,"4,653,805",0,0,0,0
동원수산,030720,2020,12,0,0,0,5000,"4,653,805",0,0,0,0
동원시스템즈,014820,2021,12,화학,1.1,0,5000,"29,188,411",0,0,0,0
동원시스템즈,014820,2020,12,화학,0.94,0,5000,"25,618,511",600,25.027,"15,425,326,300",1.900
동일고무벨트,163560,2021,12,화학,1.1,0,500,"13,900,000",0,0,0,0
동일고무벨트,163560,2020,12,화학,0.94,0.018315 / (2020012031),500,"13,650,000",100,18.758,"1,365,000,000",1.000
동일금속,109860,2021,12,금속,0.87,0,500,"9,100,000",0,0,0,0
동일금속,109860,2020,12,금속,0.99,0,500,"7,000,000",300,29.092,"1,931,100,000",2.620
동일기연,032960,2021,12,IT부품,0.36,0.04 / (2021012031),500,"3,503,285",0,0,0,0
동일기연,032960,2020,12,IT부품,0.51,0.03 / (2020012031),500,"3,407,309",45,161.758,"143,964,360",0.400
동일산업,004890,2021,12,철강금속,2.09,0,5000,"2,425,215",0,0,0,0
동일산업,004890,2020,12,철강금속,2.73,0,5000,"2,425,215",1800,48.645,"3,898,927,800",2.400
동일제강,002690,2021,12,철강금속,2.09,0,500,"20,300,360",0,0,0,0
동일제강,002690,2020,12,철강금속,2.73,0,500,"15,000,000",0,0,0,0
동일철강,023790,2021,12,금속,0.87,0,500,"14,672,884",0,0,0,0
동일철강,023790,2020,12,금속,0.99,0,500,"7,345,085",0,0,0,0
동진쎄미켐,005290,2021,12,반도체,0.42,0,500,"51,414,494",0,0,0,0
동진쎄미켐,005290,2020,12,반도체,0.47,0,500,"51,414,494",100,6.030,"5,141,449,400",0.300
동화기업,025900,2021,12,종이·목재,0.2,0,500,"20,201,177",0,0,0,0
동화기업,025900,2020,12,종이·목재,0.4,0,500,"20,198,382",0,0,0,0
동화약품,000020,2021,12,의약품,0.12,0,1000,"27,931,470",0,0,0,0
동화약품,000020,2020,12,의약품,0.11,0,1000,"27,931,470",180,17.306,"4,969,391,400",0.870
두산,000150,2021,12,서비스업,0.43,0,5000,"16,523,835",0,0,0,0
두산,000150,2020,12,서비스업,0.68,0,5000,"16,523,835",2000,02.064,"19,894,954,700",3.700
두산밥캣,241560,2021,12,기계,0.76,0,500,"100,249,166",0,0,0,0
두산밥캣,241560,2020,12,기계,1.23,0,500,"100,249,166",0,0,0,0
두산중공업,034020,2021,12,기계,0.76,0,5000,"520,920,876",0,0,0,0
두산중공업,034020,2020,12,기계,1.23,0,5000,"374,636,810",0,0,0,0
두산퓨얼셀,336260,2021,12,전기전자,2.7,0,100,"65,493,726",0,0,0,0
두산퓨얼셀,336260,2020,12,전기전자,1.4,0,100,"65,493,726",0,0,0,0
두올,016740,2021,12,운수장비,1.02,0,2500,"33,066,680",0,0,0,0
두올,016740,2020,12,운수장비,1.46,0,2500,"27,066,680",80,45.420,"2,597,581,120",2.400
듀오백,073190,2021,12,기타제조,0.64,0,500,"11,968,040",0,0,0,0
듀오백,073190,2020,12,기타제조,0.72,0,500,"11,968,040",0,0,0,0
듀켐바이오,176750,2021,12,0,0,0,500,"26,986,813",0,0,0,0
듀켐바이오,176750,2020,12,0,0,0,500,"8,858,687",0,0,0,0
드래곤플라이,030350,2021,12,디지털컨텐츠,0.1,0,500,"33,034,014",0,0,0,0
드래곤플라이,030350,2020,12,디지털컨텐츠,0.2,0,500,"17,107,393",0,0,0,0
드림시큐리티,203650,2021,12,출판·매체복제,0.32,0,100,"50,605,754",0,0,0,0
드림시큐리티,203650,2020,12,출판·매체복제,0.31,0,100,"50,605,754",0,0,0,0
드림씨아이에스,223250,2021,12,기타서비스,0.5,0,500,"5,659,054",0,0,0,0
드림씨아이에스,223250,2020,12,기타서비스,0.48,0,500,"5,565,870",0,0,0,0
드림어스컴퍼니,060570,2021,12,디지털컨텐츠,0.1,0,500,"56,859,847",0,0,0,0
드림어스컴퍼니,060570,2020,12,디지털컨텐츠,0.2,0,500,"56,859,847",0,0,0,0
드림텍,192650,2021,12,전기전자,2.7,0,100,"65,343,271",0,0,0,0
드림텍,192650,2020,12,전기전자,1.4,0,100,"65,862,985",100,61.256,"6,542,802,600",0.900
디딤,217620,2021,12,0,0,0,100,"40,699,352",0,0,0,0
디딤,217620,2020,12,0,0,0,100,"37,001,905",0,0,0,0
디바이스이엔지,187870,2021,12,반도체,0.42,0,500,"7,036,609",0,0,0,0
디바이스이엔지,187870,2020,12,반도체,0.47,0,500,"7,036,609",600,13.717 *,"4,169,271,600",1.300
디스플레이텍,066670,2021,12,IT부품,0.36,0,500,"18,691,918",0,0,0,0
디스플레이텍,066670,2020,12,IT부품,0.51,0,500,"18,691,918",80,34.874,"1,338,478,400",2.200
디씨엠,024090,2021,12,철강금속,2.09,0,500,"11,700,000",0,0,0,0
디씨엠,024090,2020,12,철강금속,2.73,0,500,"11,700,000",500,23.014 *,"4,594,045,500",4.150
디아이,003160,2021,12,의료정밀,0.79,0,500,"31,496,785",0,0,0,0
디아이,003160,2020,12,의료정밀,0.6,0,500,"31,496,785",100,45.101,"2,589,678,500",2.300
디아이동일,001530,2021,12,유통업,1.59,0.025 / (2021012031),5000,"2,510,655",0,0,0,0
디아이동일,001530,2020,12,유통업,1.53,0.025 / (2020012031),5000,"2,465,609",1500,11.240,"2,702,790,000",1.120
디아이씨,092200,2021,12,운수장비,1.02,0,500,"38,888,569",0,0,0,0
디아이씨,092200,2020,12,운수장비,1.46,0,500,"38,888,569",0,0,0,0
디아이티,110990,2021,12,IT부품,0.36,0,100,"18,900,000",0,0,0,0
디아이티,110990,2020,12,IT부품,0.51,0,100,"18,900,000",0,0,0,0
디알젬,263690,2021,12,의료·정밀기기,0.32,0,500,"11,325,610",0,0,0,0
디알젬,263690,2020,12,의료·정밀기기,0.36,0,500,"11,325,610",200,11.199,"2,238,403,800",1.200
디알텍,214680,2021,12,의료·정밀기기,0.32,0,100,"56,624,589",0,0,0,0
디알텍,214680,2020,12,의료·정밀기기,0.36,0,100,"51,782,343",0,0,0,0
디앤씨미디어,263720,2021,12,디지털컨텐츠,0.1,0,500,"12,275,111",0,0,0,0
디앤씨미디어,263720,2020,12,디지털컨텐츠,0.2,0,500,"12,275,111",0,0.000,0,0.000
디어유,376300,2021,12,소프트웨어,0.32,0,500,"21,977,166",0,0,0,0
디어유,376300,2020,12,0,0,0,0,0,0,0,0,0
디에스케이,109740,2021,12,기계·장비,0.53,0,500,"27,024,910",0,0,0,0
디에스케이,109740,2020,12,기계·장비,0.53,0,500,"20,354,763",0,0,0,0
디에이치피코리아,131030,2021,12,제약,0.3,0,500,"16,564,797",0,0,0,0
디에이치피코리아,131030,2020,12,제약,0.2,0,500,"16,564,797",100,11.136 *,"1,604,126,100",1.200
디에이테크놀로지,196490,2021,12,기계·장비,0.53,0,2500,"24,054,914",0,0,0,0
디에이테크놀로지,196490,2020,12,기계·장비,0.53,0,2500,"22,875,866",0,0,0,0
디에이피,066900,2021,12,IT부품,0.36,0,500,"22,744,503",0,0,0,0
디에이피,066900,2020,12,IT부품,0.51,0,500,"22,744,503",0,0,0,0
디엔에이링크,127120,2021,12,기타서비스,0.5,0,500,"16,393,692",0,0,0,0
디엔에이링크,127120,2020,12,기타서비스,0.48,0,500,"16,393,692",0,0,0,0
디엔에프,092070,2021,12,화학,0.41,0,500,"11,571,858",0,0,0,0
디엔에프,092070,2020,12,화학,0.51,0,500,"10,761,828",200,14.927,"2,152,365,600",1.000
디엠티,134580,2021,12,통신장비,0.28,0,500,"11,250,000",0,0,0,0
디엠티,134580,2020,12,통신장비,0.28,0,500,"11,250,000",0,0,0,0
디오,039840,2021,12,의료·정밀기기,0.32,0,500,"15,774,309",0,0,0,0
디오,039840,2020,12,의료·정밀기기,0.36,0,500,"15,523,602",0,0,0,0
디와이,013570,2021,12,금융업,2.61,0,500,"26,319,633",0,0,0,0
디와이,013570,2020,12,금융업,3.56,0,500,"26,319,633",100,83.117,"2,466,919,100",2.300
디와이디,219550,2021,12,유통,0.36,0,500,"15,965,572",0,0,0,0
디와이디,219550,2020,12,유통,0.18,0,100,"64,596,999",0,0,0,0
디와이씨,310870,2021,12,운송장비·부품,0.36,0,100,"20,107,271",0,0,0,0
디와이씨,310870,2020,12,금융,1.04,0,100,"3,420,000",0,0,0,0
디와이파워,210540,2021,12,기계,0.76,0,500,"11,041,708",0,0,0,0
디와이파워,210540,2020,12,기계,1.23,0,500,"11,041,708",220,9.555,"2,427,887,220",1.900
디와이피엔에프,104460,2021,12,기계·장비,0.53,0,500,"10,713,625",0,0,0,0
디와이피엔에프,104460,2020,12,기계·장비,0.53,0,500,"10,713,625",420,15.444,"4,014,789,240",2.300
디이엔티,079810,2021,12,기계·장비,0.53,0,500,"13,669,014",0,0,0,0
디이엔티,079810,2020,12,기계·장비,0.53,0,500,"13,036,859",0,0,0,0
디젠스,113810,2021,12,운송장비·부품,0.36,0,500,"32,628,051",0,0,0,0
디젠스,113810,2020,12,운송장비·부품,0.36,0,500,"32,628,051",0,0,0,0
디지아이,043360,2021,12,정보기기,0.73,0,500,"9,000,000",0,0,0,0
디지아이,043360,2020,12,정보기기,0.9,0,500,"9,000,000",0,0.000 *,0,0.000
디지캡,197140,2021,12,출판·매체복제,0.32,0.05 / (2021012031),500,"8,854,845",0,0,0,0
디지캡,197140,2020,12,출판·매체복제,0.31,0,500,"7,409,323",30,15.817,"209,573,070",0.700
디지탈옵틱,106520,2021,12,의료·정밀기기,0.32,0,1000,"22,300,767",0,0,0,0
디지탈옵틱,106520,2020,12,의료·정밀기기,0.36,0,500,"103,765,397",0,0,0,0
디지털대성,068930,2021,12,기타서비스,0.5,0,500,"29,746,739",0,0,0,0
디지털대성,068930,2020,12,기타서비스,0.48,0,500,"22,713,473",300,53.944,"5,858,358,600",3.600
디지틀조선,033130,2021,12,디지털컨텐츠,0.1,0,500,"37,115,267",0,0,0,0
디지틀조선,033130,2020,12,디지털컨텐츠,0.2,0,500,"37,115,267",20,40.497,"742,305,340",0.700
디케이락,105740,2021,12,기계·장비,0.53,0,500,"8,449,912",0,0,0,0
디케이락,105740,2020,12,기계·장비,0.53,0,500,"8,449,912",150,"01,047.510","1,267,486,800",1.100
디케이앤디,263020,2021,12,화학,0.41,0,500,"15,526,404",0,0,0,0
디케이앤디,263020,2020,12,화학,0.51,0,500,"7,763,202",0,0,0,0
디케이티,290550,2021,12,IT부품,0.36,0,500,"16,462,666",0,0,0,0
디케이티,290550,2020,12,IT부품,0.51,0,500,"8,231,333",0,0,0,0
디티알오토모티브,007340,2021,12,전기전자,2.7,0,500,"9,994,005",0,0,0,0
디티알오토모티브,007340,2020,12,전기전자,1.4,0,500,"9,994,005",2000,35.592,"17,236,250,000",7.600
