회사명,종목코드,사업연도,결산월,업종,업종별배당율,주식배당,액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
나노신소재,121600,2020,12,화학,0.51,0,500,"10,848,333",100,69.499,"1,146,033,030",0.200
나노씨엠에스,247660,2021,12,일반전기전자,0.23,0,500,"4,288,920",0,0,0,0
나노씨엠에스,247660,2020,12,0,0,0,0,0,0,0,0,0
나노엔텍,039860,2021,12,의료·정밀기기,0.32,0,500,"26,800,627",0,0,0,0
나노엔텍,039860,2020,12,의료·정밀기기,0.36,0,500,"26,796,327",0,0,0,0
나노캠텍,091970,2021,12,화학,0.41,0,500,"28,080,425",0,0,0,0
나노캠텍,091970,2020,12,화학,0.51,0,500,"28,080,425",0,0,0,0
나눔테크,244880,2021,12,0,0,0,500,"5,020,000",0,0,0,0
나눔테크,244880,2020,12,0,0,0,500,"5,020,000",0,0,0,0
나라소프트,288490,2021,12,0,0,0,100,"36,897,000",0,0,0,0
나라소프트,288490,2020,12,0,0,0,100,"30,480,000",0,0,0,0
나라엠앤디,051490,2021,12,기계·장비,0.53,0,500,"14,200,000",0,0,0,0
나라엠앤디,051490,2020,12,기계·장비,0.53,0,500,"14,200,000",50,46.178,"690,367,750",0.400
나무가,190510,2021,12,IT부품,0.36,0,500,"13,742,180",0,0,0,0
나무가,190510,2020,12,IT부품,0.51,0,500,"6,871,090",0,0,0,0
나무기술,242040,2021,12,출판·매체복제,0.32,0,100,"34,241,700",0,0,0,0
나무기술,242040,2020,12,출판·매체복제,0.31,0,100,"32,400,660",0,0,0,0
나스미디어,089600,2021,12,기타서비스,0.5,0.1 / (2021012031),500,"9,604,910",0,0,0,0
나스미디어,089600,2020,12,기타서비스,0.48,0.1 / (2020012031),500,"8,754,691",800,29.402,"6,801,752,800",2.400
나우IB,293580,2021,12,금융,1.34,0,5000,"9,577,000",0,0,0,0
나우IB,293580,2020,12,금융,1.04,0,5000,"9,480,000",150,19.654,"1,417,260,000",2.050
나우코스,257990,2021,12,0,0,0,500,"3,912,595",0,0,0,0
나우코스,257990,2020,12,0,0,0,500,"3,912,595",0,0,0,0
나이벡,138610,2021,12,제약,0.3,0,500,"9,902,979",0,0,0,0
나이벡,138610,2020,12,제약,0.2,0,500,"9,902,979",0,0,0,0
나이스디앤비,130580,2021,12,기타서비스,0.5,0,500,"15,400,000",0,0,0,0
나이스디앤비,130580,2020,12,기타서비스,0.48,0,500,"15,400,000",200,27.278,"3,080,000,000",2.100
나이스정보통신,036800,2021,12,통신서비스,0.68,0,500,"10,000,000",0,0,0,0
나이스정보통신,036800,2020,12,통신서비스,0.76,0,500,"10,000,000",460,33.216,"4,312,050,120",1.670
나인테크,267320,2021,12,IT부품,0.36,0,100,"39,396,554",0,0,0,0
나인테크,267320,2020,12,IT부품,0.51,0,100,"39,396,554",0,0,0,0
남광토건,001260,2021,12,건설업,1.63,0,5000,"9,829,014",0,0,0,0
남광토건,001260,2020,12,건설업,1.86,0,5000,"9,828,901",0,0,0,0
남선알미늄,008350,2021,12,철강금속,2.09,0,500,"110,179,090",0,0,0,0
남선알미늄,008350,2020,12,철강금속,2.73,0,500,"110,179,090",0,0,0,0
남성,004270,2021,12,유통업,1.59,0,500,"36,212,160",0,0,0,0
남성,004270,2020,12,유통업,1.53,0,500,"36,212,160",35,03.896,"630,083,895",0.850
남양유업,003920,2021,12,음식료품,1.34,0,5000,"720,000",0,0,0,0
남양유업,003920,2020,12,음식료품,1.16,0,5000,"720,000",1000,01.598,"854,707,100",0.400
남해화학,025860,2021,12,화학,1.1,0,1000,"49,678,843",0,0,0,0
남해화학,025860,2020,12,화학,0.94,0,1000,"49,678,843",80,15.317 *,"3,835,895,600",1.000
남화산업,111710,2021,12,오락·문화,0.04,0,200,"20,588,000",0,0,0,0
남화산업,111710,2020,12,오락·문화,0.18,0,200,"20,588,000",100,31.147 *,"2,058,800,000",0.900
남화토건,091590,2021,12,건설,1.48,0,500,"11,740,000",0,0,0,0
남화토건,091590,2020,12,건설,1.65,0,500,"11,740,000",100,17.990,"1,174,000,000",0.800
내츄럴엔도텍,168330,2021,12,기타서비스,0.5,0,500,"31,175,495",0,0,0,0
내츄럴엔도텍,168330,2020,12,기타서비스,0.48,0,500,"20,665,822",0,0,0,0
네오리진,094860,2021,12,소프트웨어,0.32,0,100,"99,808,613",0,0,0,0
네오리진,094860,2020,12,소프트웨어,0.56,0,100,"50,642,595",0,0,0,0
네오셈,253590,2021,12,반도체,0.42,0,100,"37,677,501",0,0,0,0
네오셈,253590,2020,12,반도체,0.47,0,100,"37,575,588",20,8.977,"724,958,440",0.600
네오오토,212560,2021,12,운송장비·부품,0.36,0,500,"7,874,963",0,0,0,0
네오오토,212560,2020,12,운송장비·부품,0.36,0,500,"7,874,963",50,11.107 *,"393,727,850",1.000
네오위즈,095660,2021,12,디지털컨텐츠,0.1,0,500,"22,033,719",0,0,0,0
네오위즈,095660,2020,12,디지털컨텐츠,0.2,0,500,"22,033,719",0,0,0,0
네오위즈홀딩스,042420,2021,12,디지털컨텐츠,0.1,0,500,"8,856,866",0,0,0,0
네오위즈홀딩스,042420,2020,12,디지털컨텐츠,0.2,0,500,"8,856,866",0,0,0,0
네오이뮨텍,950220,2021,12,0,0,0,0,"98,582,010",0,0,0,0
네오이뮨텍,950220,2020,12,0,0,0,0,0,0,0,0,0
네오크레마,311390,2021,12,음식료·담배,0.86,0,500,"7,327,995",0,0,0,0
네오크레마,311390,2020,12,음식료·담배,0.82,0,500,"7,315,995",0,0,0,0
네오티스,085910,2021,12,운송장비·부품,0.36,0,500,"13,730,519",0,0,0,0
네오티스,085910,2020,12,운송장비·부품,0.36,0,500,"11,013,678",250,703.841,"2,611,251,000",6.290
네오팜,092730,2021,12,화학,0.41,0,500,"8,207,361",0,0,0,0
네오팜,092730,2020,12,화학,0.51,0,500,"8,207,361",650,28.039,"5,083,408,200",2.300
네오펙트,290660,2021,12,의료·정밀기기,0.32,0,500,"18,906,280",0,0,0,0
네오펙트,290660,2020,12,의료·정밀기기,0.36,0,500,"18,906,280",0,0,0,0
네온테크,306620,2021,12,기계·장비,0.53,0,100,"39,922,508",0,0,0,0
네온테크,306620,2020,12,기계·장비,0.53,0,100,"37,207,622",0,0,0,0
네이블커뮤니케이션즈,153460,2021,12,소프트웨어,0.32,0,500,"6,530,014",0,0,0,0
네이블커뮤니케이션즈,153460,2020,12,소프트웨어,0.56,0,500,"6,530,014",0,0,0,0
네이처셀,007390,2021,12,제약,0.3,0,500,"62,627,156",0,0,0,0
네이처셀,007390,2020,12,제약,0.2,0,500,"61,190,399",0,0,0,0
네추럴FNP,086220,2021,12,0,0,0,500,"10,573,865",0,0,0,0
네추럴FNP,086220,2020,12,0,0,0,500,"10,573,865",0,0,0,0
네패스,033640,2021,12,반도체,0.42,0,500,"23,059,202",0,0,0,0
네패스,033640,2020,12,반도체,0.47,0,500,"23,059,202",0,0,0,0
네패스아크,330860,2021,12,반도체,0.42,0,500,"12,184,045",0,0,0,0
네패스아크,330860,2020,12,반도체,0.47,0,500,"10,135,539",0,0,0,0
넥센,005720,2021,12,화학,1.1,0,500,"53,543,977",0,0,0,0
넥센,005720,2020,12,화학,0.94,0,500,"53,543,977",85,621.207,"4,777,084,555",1.850
넥센타이어,002350,2021,12,화학,1.1,0,500,"97,667,877",0,0,0,0
넥센타이어,002350,2020,12,화학,0.94,0,500,"97,667,877",105,065.149,"10,812,159,730",1.720
넥스턴바이오,089140,2021,12,비금속,0.88,0,500,"33,220,864",0,0,0,0
넥스턴바이오,089140,2020,12,비금속,0.84,0,500,"11,846,520",0,0,0,0
넥스트BT,065170,2021,12,유통,0.36,0,500,"88,970,559",0,0,0,0
넥스트BT,065170,2020,12,유통,0.18,0,500,"86,996,089",0,0,0,0
넥스트사이언스,003580,2021,12,0,0,0,500,"42,065,837",0,0,0,0
넥스트사이언스,003580,2020,12,0,0,0,500,"32,632,825",0,0,0,0
넥스트아이,137940,2021,12,의료·정밀기기,0.32,0,100,"78,320,992",0,0,0,0
넥스트아이,137940,2020,12,의료·정밀기기,0.36,0,100,"77,116,173",17,3.058,"1,281,068,371",1.070
넥스틴,348210,2021,12,반도체,0.42,0,500,"9,682,380",0,0,0,0
넥스틴,348210,2020,12,반도체,0.47,0,500,"3,159,800",0,0,0,0
넥슨지티,041140,2021,12,디지털컨텐츠,0.1,0,500,"35,373,322",0,0,0,0
넥슨지티,041140,2020,12,디지털컨텐츠,0.2,0,500,"35,373,322",0,0,0,0
넵튠,217270,2021,12,출판·매체복제,0.32,0,500,"31,753,722",0,0,0,0
넵튠,217270,2020,12,출판·매체복제,0.31,0,500,"23,665,986",0,0,0,0
넷게임즈,225570,2021,12,디지털컨텐츠,0.1,0,500,"28,852,967",0,0,0,0
넷게임즈,225570,2020,12,디지털컨텐츠,0.2,0,500,"28,838,832",0,0,0,0
넷마블,251270,2021,12,서비스업,0.43,0,100,"85,953,502",0,0,0,0
넷마블,251270,2020,12,서비스업,0.68,0,100,"85,845,303",767,18.566,"62,760,827,324",0.600
노드메이슨,317860,2021,12,0,0,0,500,"3,765,258",0,0,0,0
노드메이슨,317860,2020,12,0,0,0,500,"3,758,258",0,0,0,0
노랑풍선,104620,2021,12,기타서비스,0.5,0,500,"14,296,950",0,0,0,0
노랑풍선,104620,2020,12,기타서비스,0.48,0,500,"4,765,650",0,0,0,0
노루페인트,090350,2021,12,화학,1.1,0,500,"20,000,000",0,0,0,0
노루페인트,090350,2020,12,화학,0.94,0,500,"20,000,000",275,31.309,"5,629,675,280",3.000
노루홀딩스,000320,2021,12,금융업,2.61,0,500,"13,291,151",0,0,0,0
노루홀딩스,000320,2020,12,금융업,3.56,0,500,"13,291,151",450,16.115,"4,688,975,445",4.060
노바렉스,194700,2021,12,음식료·담배,0.86,0,500,"9,003,740",0,0,0,0
노바렉스,194700,2020,12,음식료·담배,0.82,0,500,"9,003,740",300,9.541,"2,385,332,400",0.800
노바텍,285490,2021,12,기타제조,0.64,0.05 / (2021012031),500,"10,081,744",0,0,0,0
노바텍,285490,2020,12,기타제조,0.72,0,500,"5,021,338",300,5.554,"1,506,401,400",0.400
노브메타파마,229500,2021,12,0,0,0,500,"8,962,867",0,0,0,0
노브메타파마,229500,2020,12,0,0,0,500,"8,962,867",0,0,0,0
노터스,278650,2021,12,기타서비스,0.5,0,100,"7,651,868",0,0,0,0
노터스,278650,2020,12,기타서비스,0.48,0,100,"7,619,368",150,13.181,"1,132,148,100",0.600
녹십자,006280,2021,12,의약품,0.12,0,5000,"11,686,538",0,0,0,0
녹십자,006280,2020,12,의약품,0.11,0,5000,"11,686,538",1500,19.177,"17,119,767,000",0.400
녹십자엠에스,142280,2021,12,제약,0.3,0,500,"21,117,283",0,0,0,0
녹십자엠에스,142280,2020,12,제약,0.2,0,500,"21,117,283",0,0,0,0
녹십자웰빙,234690,2021,12,제약,0.3,0,500,"17,752,276",0,0,0,0
녹십자웰빙,234690,2020,12,제약,0.2,0,500,"17,752,276",50,58.052 *,"887,613,800",0.400
녹십자홀딩스,005250,2021,12,서비스업,0.43,0,500,"47,028,210",0,0,0,0
녹십자홀딩스,005250,2020,12,서비스업,0.68,0,500,"47,028,210",500,12.613,"22,701,999,920",1.400
녹원씨엔아이,065560,2021,12,출판·매체복제,0.32,0,500,"17,260,625",0,0,0,0
녹원씨엔아이,065560,2020,12,출판·매체복제,0.31,0,500,"17,260,625",0,0,0,0
농심,004370,2021,12,음식료품,1.34,0,5000,"6,082,642",0,0,0,0
농심,004370,2020,12,음식료품,1.16,0,5000,"6,082,642",4000,15.519,"23,130,496,000",1.300
농심홀딩스,072710,2021,12,금융업,2.61,0,5000,"4,637,790",0,0,0,0
농심홀딩스,072710,2020,12,금융업,3.56,0,5000,"4,637,790",2000,13.550,"9,275,528,000",2.700
농우바이오,054050,2021,12,0,0,0,500,"16,030,561",0,0,0,0
농우바이오,054050,2020,12,0,0,0,500,"16,030,561",200,33.906,"3,206,112,200",1.950
누리플랜,069140,2021,12,금속,0.87,0,500,"7,102,743",0,0,0,0
누리플랜,069140,2020,12,금속,0.99,0,500,"6,853,575",0,0,0,0
누리플렉스,040160,2021,12,소프트웨어,0.32,0,500,"12,055,535",0,0,0,0
누리플렉스,040160,2020,12,소프트웨어,0.56,0,500,"12,055,535",0,0,0,0
뉴로스,126870,2021,12,기계·장비,0.53,0,500,"35,639,386",0,0,0,0
뉴로스,126870,2020,12,기계·장비,0.53,0,500,"29,837,372",0,0,0,0
뉴보텍,060260,2021,12,화학,0.41,0,500,"33,433,750",0,0,0,0
뉴보텍,060260,2020,12,화학,0.51,0,500,"33,433,750",0,0,0,0
뉴인텍,012340,2021,12,IT부품,0.36,0,500,"30,044,502",0,0,0,0
뉴인텍,012340,2020,12,IT부품,0.51,0,500,"30,044,502",0,0,0,0
뉴지랩파마,214870,2021,12,유통,0.36,0,500,"30,954,362",0,0,0,0
뉴지랩파마,214870,2020,12,통신장비,0.28,0,500,"29,229,188",0,0,0,0
뉴트리,270870,2021,12,음식료·담배,0.86,0,500,"9,113,224",0,0,0,0
뉴트리,270870,2020,12,음식료·담배,0.82,0,500,"9,113,224",250,11.283,"2,191,157,000",1.000
뉴파워프라즈마,144960,2021,12,기계·장비,0.53,0,100,"43,692,624",0,0,0,0
뉴파워프라즈마,144960,2020,12,기계·장비,0.53,0,100,"43,692,624",50,6.802,"2,063,919,750",0.800
뉴프렉스,085670,2021,12,IT부품,0.36,0,500,"24,209,753",0,0,0,0
뉴프렉스,085670,2020,12,IT부품,0.51,0,500,"21,769,590",0,0,0,0
다나와,119860,2021,12,인터넷,0.89,0,500,"13,074,822",0,0,0,0
다나와,119860,2020,12,인터넷,0.69,0,500,"13,074,822",600,25.135,"7,775,893,200",2.000
다날,064260,2021,12,디지털컨텐츠,0.1,0,500,"68,949,040",0,0,0,0
다날,064260,2020,12,디지털컨텐츠,0.2,0,500,"68,949,040",0,0,0,0
다믈멀티미디어,093640,2021,12,반도체,0.42,0,500,"18,248,289",0,0,0,0
다믈멀티미디어,093640,2020,12,반도체,0.47,0,500,"12,600,336",0,0,0,0
다보링크,340360,2021,12,통신장비,0.28,0,100,"40,910,160",0,0,0,0
다보링크,340360,2020,12,금융,1.04,0,100,"6,845,000",0,0,0,0
다산네트웍스,039560,2021,12,통신장비,0.28,0,500,"36,380,838",0,0,0,0
다산네트웍스,039560,2020,12,통신장비,0.28,0,500,"35,090,068",0,0,0,0
다스코,058730,2021,12,기계,0.76,0,500,"16,876,561",0,0,0,0
다스코,058730,2020,12,기계,1.23,0,500,"15,400,000",0,0,0,0
다우기술,023590,2021,12,서비스업,0.43,0,500,"44,866,617",0,0,0,0
다우기술,023590,2020,12,서비스업,0.68,0,500,"44,866,617",500,3.184,"21,633,308,500",2.300
다우데이타,032190,2021,12,유통,0.36,0,500,"38,300,000",0,0,0,0
다우데이타,032190,2020,12,유통,0.18,0,500,"38,300,000",250,1.455,"9,575,000,000",1.970
다원넥스뷰,323350,2021,12,0,0,0,500,"917,500",0,0,0,0
다원넥스뷰,323350,2020,12,0,0,0,500,"730,000",0,0,0,0
다원시스,068240,2021,12,IT부품,0.36,0,500,"31,630,519",0,0,0,0
다원시스,068240,2020,12,IT부품,0.51,0,500,"27,064,407",100,18.063,"2,659,261,200",0.490
다이나믹디자인,145210,2021,12,기계,0.76,0,500,"158,289,246",0,0,0,0
다이나믹디자인,145210,2020,12,기계,1.23,0,500,"151,569,422",0,0,0,0
다이오진,271850,2021,12,0,0,0,100,"3,123,000",0,0,0,0
다이오진,271850,2020,12,0,0,0,100,"3,123,000",0,0,0,0
단디바이오,343090,2021,12,0,0,0,1000,"5,458,325",0,0,0,0
단디바이오,343090,2020,12,0,0,0,1000,"5,458,325",0,0,0,0
대교,019680,2021,12,서비스업,0.43,0,500,"84,702,850",0,0,0,0
대교,019680,2020,12,서비스업,0.68,0,500,"84,702,850",100,023.612,"4,293,192,440",2.700
대구백화점,006370,2021,12,유통업,1.59,0,5000,"10,821,611",0,0,0,0
대구백화점,006370,2020,12,유통업,1.53,0,5000,"10,821,611",100,04.678,"832,803,400",1.060
대덕,008060,2021,12,금융업,2.61,0,500,"33,890,150",0,0,0,0
대덕,008060,2020,12,금융업,3.56,0,500,"33,890,150",300,7.156,"10,536,813,885",4.300
대덕전자,353200,2021,12,전기전자,2.7,0,500,"49,416,925",0,0,0,0
대덕전자,353200,2020,12,전기전자,1.4,0,500,"49,416,925",300,0176.936,"15,464,210,795",2.630
대동,000490,2021,12,기계,0.76,0,1000,"23,728,210",0,0,0,0
대동,000490,2020,12,기계,1.23,0,1000,"23,728,210",80,7.896,"1,658,256,800",1.200
대동고려삼,178600,2021,06,0,0,0,500,"4,449,600",0,2.117 *,"49,263,955",0
대동고려삼,178600,2020,06,0,0,0,500,"4,449,600",0,2.328 *,"49,263,955",0
대동금속,020400,2021,12,금속,0.87,0,1000,"3,189,166",0,0,0,0
대동금속,020400,2020,12,금속,0.99,0,1000,"2,607,711",60,10.267 *,"156,462,660",0.600
대동기어,008830,2021,12,기계·장비,0.53,0,500,"8,987,520",0,0,0,0
대동기어,008830,2020,12,기계·장비,0.53,0,500,"8,987,520",40,15.376 *,"359,500,800",1.300
대동스틸,048470,2021,12,금속,0.87,0,500,"10,000,000",0,0,0,0
대동스틸,048470,2020,12,금속,0.99,0,500,"10,000,000",30,149.576 *,"297,656,730",0.620
대동전자,008110,2021,03,전기전자,1.35,0,500,"10,490,447",0,0,0,0
대동전자,008110,2020,03,전기전자,2.51,0,500,"10,490,447",500,94.727,"4,299,652,000",16.200
대륙제관,004780,2021,12,금속,0.87,0,500,"15,903,199",0,0,0,0
대륙제관,004780,2020,12,금속,0.99,0,500,"15,903,199",150,19.805 *,"2,385,479,850",3.200
대림비앤코,005750,2021,12,비금속광물,1.8,0,1000,"16,672,240",0,0,0,0
대림비앤코,005750,2020,12,비금속광물,2.01,0,1000,"16,672,240",130,0122.521,"2,167,391,200",2.200
대림제지,017650,2021,12,종이·목재,0.2,0,500,"9,000,000",0,0,0,0
대림제지,017650,2020,12,종이·목재,0.4,0,500,"9,000,000",75,5.154 *,"674,095,200",0.790
대림통상,006570,2021,12,기계,0.76,0,1000,"15,225,000",0,0,0,0
대림통상,006570,2020,12,기계,1.23,0,1000,"15,225,000",0,0,0,0
대명소노시즌,007720,2021,12,유통,0.36,0,500,"100,800,450",0,0,0,0
대명소노시즌,007720,2020,12,유통,0.18,0,500,"100,800,450",0,0,0,0
대모,317850,2021,12,기계·장비,0.53,0,500,"8,324,420",0,0,0,0
대모,317850,2020,12,기계·장비,0.53,0,500,"8,324,420",40,100.294,"332,976,800",0.900
대보마그네틱,290670,2021,12,기계·장비,0.53,0,500,"7,824,500",0,0,0,0
대보마그네틱,290670,2020,12,기계·장비,0.53,0,500,"7,119,459",0,0,0,0
대봉엘에스,078140,2021,12,제약,0.3,0,500,"11,086,579",0,0,0,0
대봉엘에스,078140,2020,12,제약,0.2,0,500,"11,086,579",50,7.444,"550,508,200",0.500
대상,001680,2021,12,음식료품,1.34,0,1000,"34,648,025",0,0,0,0
대상,001680,2020,12,음식료품,1.16,0,1000,"34,648,025",700,19.862,"25,226,475,830",2.700
대상홀딩스,084690,2021,12,금융업,2.61,0,1000,"36,212,538",0,0,0,0
대상홀딩스,084690,2020,12,금융업,3.56,0,1000,"36,212,538",220,4.961,"8,176,859,220",2.100
대성미생물,036480,2021,12,제약,0.3,0,500,"3,800,000",0,0,0,0
대성미생물,036480,2020,12,제약,0.2,0,500,"3,800,000",85,21.278 *,"323,000,000",0.540
대성산업,128820,2021,12,유통업,1.59,0,5000,"45,235,478",0,0,0,0
대성산업,128820,2020,12,유통업,1.53,0,5000,"45,235,478",0,0,0,0
대성에너지,117580,2021,12,전기가스업,4.22,0,1000,"27,500,000",0,0,0,0
대성에너지,117580,2020,12,전기가스업,0.35,0,1000,"27,500,000",250,48.652,"6,875,000,000",4.500
대성엘텍,025440,2021,12,일반전기전자,0.23,0,500,"100,971,343",0,0,0,0
대성엘텍,025440,2020,12,일반전기전자,0.36,0,500,"99,661,343",0,0,0,0
대성창투,027830,2021,12,금융,1.34,0,500,"40,000,000",0,0,0,0
대성창투,027830,2020,12,금융,1.04,0,500,"40,000,000",0,0,0,0
대성파인텍,104040,2021,12,운송장비·부품,0.36,0,100,"31,301,281",0,0,0,0
대성파인텍,104040,2020,12,운송장비·부품,0.36,0,100,"31,301,281",0,0,0,0
대성홀딩스,016710,2021,12,서비스업,0.43,0,1000,"16,089,459",0,0,0,0
대성홀딩스,016710,2020,12,서비스업,0.68,0,1000,"16,089,459",250,8.434,"4,022,364,750",1.000
대신밸런스제10호스팩,387310,2021,12,금융,1.34,0,100,"5,460,000",0,0,0,0
대신밸런스제10호스팩,387310,2020,12,0,0,0,0,0,0,0,0,0
대신밸런스제11호스팩,397500,2021,12,금융,1.34,0,100,"7,610,000",0,0,0,0
대신밸런스제11호스팩,397500,2020,12,0,0,0,0,0,0,0,0,0
대신밸런스제7호스팩,332290,2021,12,금융,1.34,0,100,"5,205,000",0,0,0,0
대신밸런스제7호스팩,332290,2020,12,금융,1.04,0,100,"5,205,000",0,0,0,0
대신밸런스제8호스팩,336570,2021,12,금융,1.34,0,100,"5,610,000",0,0,0,0
대신밸런스제8호스팩,336570,2020,12,금융,1.04,0,100,"5,610,000",0,0,0,0
대신정보통신,020180,2021,03,컴퓨터서비스,1.06,0,500,"38,428,915",10,22.752 *,"384,289,150",0.500
대신정보통신,020180,2020,03,컴퓨터서비스,0.74,0,500,"38,428,915",10,25.500 *,"384,289,150",1.300
대신증권,003540,2021,12,증권,3.64,0,5000,"50,773,400",0,0,0,0
대신증권,003540,2020,12,증권,3.13,0,5000,"50,773,400",1200,54.714,"80,439,739,200",8.600
대아티아이,045390,2021,12,일반전기전자,0.23,0,100,"71,151,522",0,0,0,0
대아티아이,045390,2020,12,일반전기전자,0.36,0,100,"71,151,522",20,19.534,"1,423,030,440",0.400
대양금속,009190,2021,12,철강금속,2.09,0,500,"32,168,164",0,0,0,0
대양금속,009190,2020,12,철강금속,2.73,0,500,"29,565,939",0,0,0,0
대양전기공업,108380,2021,12,운송장비·부품,0.36,0,500,"9,567,333",0,0,0,0
대양전기공업,108380,2020,12,운송장비·부품,0.36,0,500,"9,567,333",200,13.430,"1,857,569,000",1.300
대양제지,006580,2021,12,종이·목재,0.2,0,500,"26,850,000",0,0,0,0
대양제지,006580,2020,12,종이·목재,0.4,0,500,"26,850,000",40,7.914,"250,872,160",1.200
대영포장,014160,2021,12,종이목재,1.49,0,500,"108,394,549",0,0,0,0
대영포장,014160,2020,12,종이목재,1.96,0,500,"108,394,549",0,0,0,0
대우건설,047040,2021,12,건설업,1.63,0,5000,"415,622,638",0,0,0,0
대우건설,047040,2020,12,건설업,1.86,0,5000,"415,622,638",0,0,0,0
대우부품,009320,2021,12,운수장비,1.02,0,500,"47,646,375",0,0,0,0
대우부품,009320,2020,12,운수장비,1.46,0,500,"47,646,375",0,0,0,0
대우조선해양,042660,2021,12,운수장비,1.02,0,5000,"107,290,669",0,0,0,0
대우조선해양,042660,2020,12,운수장비,1.46,0,5000,"107,290,669",0,0,0,0
대웅,003090,2021,12,금융업,2.61,0,500,"58,141,980",0,0,0,0
대웅,003090,2020,12,금융업,3.56,0,500,"58,141,980",100,3.510,"4,154,856,600",0.200
대웅제약,069620,2021,12,의약품,0.12,0,2500,"11,586,575",0,0,0,0
대웅제약,069620,2020,12,의약품,0.11,0,2500,"11,586,575",600,26.742,"6,457,617,000",0.300
대원,007680,2021,12,건설,1.48,0,500,"13,446,474",0,0,0,0
대원,007680,2020,12,건설,1.65,0,500,"11,955,609",250,029.274,"2,951,695,000",2.600
대원강업,000430,2021,12,운수장비,1.02,0,500,"62,000,000",0,0,0,0
대원강업,000430,2020,12,운수장비,1.46,0,500,"62,000,000",100,0232.210,"6,200,000,000",2.640
대원미디어,048910,2021,12,유통,0.36,0,500,"12,578,946",0,0,0,0
대원미디어,048910,2020,12,유통,0.18,0,500,"12,578,946",0,0,0,0
대원산업,005710,2021,12,운송장비·부품,0.36,0,500,"20,037,600",0,0,0,0
대원산업,005710,2020,12,운송장비·부품,0.36,0,500,"20,037,600",125,13.864,"2,504,700,000",2.200
대원전선,006340,2021,12,전기전자,2.7,0,500,"71,016,967",0,0,0,0
대원전선,006340,2020,12,전기전자,1.4,0,500,"71,016,967",0,0,0,0
대원제약,003220,2021,12,의약품,0.12,0,500,"21,224,823",0,0,0,0
대원제약,003220,2020,12,의약품,0.11,0,500,"20,243,603",160,18.257,"3,139,905,280",0.800
대원화성,024890,2021,12,화학,1.1,0,500,"41,249,152",0,0,0,0
대원화성,024890,2020,12,화학,0.94,0,500,"41,249,152",10,018.746,"409,225,920",0
대유,290380,2021,12,화학,0.41,0,500,"14,478,326",0,0,0,0
대유,290380,2020,12,화학,0.51,0,500,"9,052,400",0,0,0,0
대유에이텍,002880,2021,12,운수장비,1.02,0,500,"115,094,114",0,0,0,0
대유에이텍,002880,2020,12,운수장비,1.46,0,500,"106,915,987",0,0,0,0
대유에이피,290120,2021,12,운송장비·부품,0.36,0,500,"11,433,599",0,0,0,0
대유에이피,290120,2020,12,운송장비·부품,0.36,0,500,"10,884,299",200,37.721,"2,176,859,800",2.700
대유플러스,000300,2021,12,전기전자,2.7,0,500,"120,998,774",0,0,0,0
대유플러스,000300,2020,12,전기전자,1.4,0,500,"116,662,887",0,0,0,0
대정화금,120240,2021,12,화학,0.41,0,500,"7,190,391",0,0,0,0
대정화금,120240,2020,12,화학,0.51,0,500,"7,135,391",300,23.959 *,"2,135,457,300",0.800
대주산업,003310,2021,12,음식료·담배,0.86,0,500,"35,392,350",0,0,0,0
대주산업,003310,2020,12,음식료·담배,0.82,0,500,"35,392,350",35,35.822,"1,238,732,250",1.600
대주이엔티,114920,2021,12,0,0,0,500,"3,469,500",0,0,0,0
대주이엔티,114920,2020,12,0,0,0,500,"3,469,500",0,0,0,0
대주전자재료,078600,2021,12,IT부품,0.36,0,500,"15,480,593",0,0,0,0
대주전자재료,078600,2020,12,IT부품,0.51,0,500,"15,201,745",50,14.531,"763,014,950",0.110
대창,012800,2021,12,철강금속,2.09,0,500,"91,140,499",0,0,0,0
대창,012800,2020,12,철강금속,2.73,0,500,"91,140,499",0,0,0,0
대창단조,015230,2021,12,운수장비,1.02,0,1000,"14,286,115",0,0,0,0
대창단조,015230,2020,12,운수장비,1.46,0,1000,"14,286,115",180,15.720,"2,331,064,260",2.550
대창솔루션,096350,2021,12,금속,0.87,0,100,"163,761,009",0,0,0,0
대창솔루션,096350,2020,12,금속,0.99,0,100,"163,761,009",0,0,0,0
대창스틸,140520,2021,12,금속,0.87,0,500,"21,109,243",0,0,0,0
대창스틸,140520,2020,12,금속,0.99,0,500,"20,000,000",100,030.551,"1,999,859,300",4.000
대한과학,131220,2021,12,유통,0.36,0,500,"7,454,490",0,0,0,0
대한과학,131220,2020,12,유통,0.18,0,500,"7,454,490",60,16.248,"447,143,820",0.300
대한광통신,010170,2021,12,일반전기전자,0.23,0,500,"73,741,625",0,0,0,0
대한광통신,010170,2020,12,일반전기전자,0.36,0,500,"73,741,625",0,0,0,0
대한그린파워,060900,2021,12,화학,0.41,0,100,"172,786,805",0,0,0,0
대한그린파워,060900,2020,12,화학,0.51,0,100,"153,287,035",0,0,0,0
대한뉴팜,054670,2021,12,제약,0.3,0,500,"14,354,920",0,0,0,0
대한뉴팜,054670,2020,12,제약,0.2,0,500,"14,354,920",0,0,0,0
대한방직,001070,2021,12,섬유의복,0.53,0,1000,"5,300,000",0,0,0,0
대한방직,001070,2020,12,섬유의복,1.59,0,1000,"5,300,000",0,0,0,0
